NTD_ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier
5R05-55499,,Society for Equal Access,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1458 5th Street NW,,,New Philadelphia,OH,44663,,5,https://seailc.org/,,178301172,,,,,,,,,,,,,,
5R05-55500,,Mary McLeod-Bethune Intervention & Enrichment Center,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,271 Hedges Street,,,Mansfield,OH,44902,,5,mbie.net,,144758013,,,,,,,,,,,,,,
5R05-55501,,Tri State Health,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,300 Lovers Lane,,,Steubenville,OH,43953,,5,http://www.primetimejeffersoncounty.com/,,082930036,,,,,,,,,,,,,,
5R05-55502,,"Tuscarawas County Committee on Aging, Inc",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,425 Prospect Street,,,Dover,OH,44622,,5,http://www.tuscsc.org/,,130466501,,,,,,,,,,,,,,
5R05-55503,,Union County Area Transportation Service,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,233 West 6th Street,,,Marysville,OH,43040,,5,https://www.co.union.oh.us/,,078516384,,,,,,,,,,,,,,
5R05-55504,,United Senior Services,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,125 W Main St,,,Springfield,OH,45502,,5,https://unitedseniorservices.org/,,075038935,,,,,,,,,,,,,,
5R05-55505,,Van Wert County Council on Aging,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,220 Fox Rd.,,, Van Wert,OH,45891,,5,http://coavw.org/,,966298171,,,,,,,,,,,,,,
5R05-55506,,"Vinton County Senior Citizens, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,31935 St. Rt. 93,,,McArthur,OH,45651,,5,https://transportation.jvcai.org/vinton-county-senior-citizens-inc.html,,165928771,,,,,,,,,,,,,,
5R05-55507,,Wellington Senior Citizens Bus Association Inc.,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,115 Willard Memorial Square,,,Wellington,OH,44090,,5,https://www.villageofwellington.com/65/Office-on-Aging,,101538692,,,,,,,,,,,,,,
5R05-55508,,West Ohio Community Action Partnership,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,420 N. Brandon Avenue,,,Celina,OH,45822,,5,https://wocap.org/,,932968258,,,,,,,,,,,,,,
5R05-55509,,Wood County Children's Services Association,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1045 Klotz Road,,P.O. Box 738,Bowling Green,OH,43402,,5,https://crcwoodcounty.org/,,163574023,,,,,,,,,,,,,,
5R05-55510,,"Woodland Centers, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,3086 OH-160,,,Gallipolis,OH,45631,,5,http://www.hopewellhealth.org/,,084432442,,,,,,,,,,,,,,
5R05-55511,,Wyandot County Council on Aging,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,127 S. Sandusky Ave.,,,Upper Sandusky,OH,43351,,5,https://www.wyandotseniors.com/,,084501675,,,,,,,,,,,,,,
5R06,5R06,Wisconsin Department of Transportation,WisDOT,,Active,State Reporter,Rural,,,,,6/30/2019,10/31/2019,"Bureau of Transit, Local Roads, Rails, and Harbors","4822 Madison Yards Way, 6th Floor South",7913,Madison,WI,53707,7913,5,www.dot.wisconsin.gov,1245,809611460,,,,,,,,,,,,,,
5R06-50218,5R06-052,City of Rice Lake,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,30 East Eau Claire Street,,,Rice Lake,WI,54868,,5,http://www.ci.rice-lake.wi.us,,171579683,,,,,,,,,,2,2,,,
5R06-50220,5R06-040,City of Shawano,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,127 South Sawyer Street,,,Shawano,WI,54166,,5,https://www.cityofshawano.com/,,113527113,,,,,,,,,,5,5,,,
5R06-50226,5R06-055,Dunn County Transit Commission,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,800 Wilson Avenue,Room 103,,Menominee,WI,54751,,5,http://www.co.dunn.wi.us,,077624328,,,,,,,,,4,,4,,,
5R06-50229,5R06-056,City of Richland Center,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,450 South Main Street,,,Richland Center,WI,53581,,5,http://www.ci.richland-center.wi.us,,071157762,,,,,,,,,,3,3,,,
5R06-50235,5R06-027,City of Monroe,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,1110 18th Avenue,,,Monroe,WI,53566,,5,http://www.cityofmonroe.org,,085490001,,,,,,,,,,10,10,,,
5R06-50239,5R06-012,City of Black River Falls,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,101 South Second Street,,,Black River Falls,WI,54615,,5,http://www.blackriverfalls.com,,005297700,,,,,,,,,,3,3,,,
5R06-50257,5R06-023,City of Marshfield,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,630 South Central Avenue,,,Marshfield,WI,54449,,5,http://www.ci.marshfield.wi.us,,074794413,,,,,,,,,,11,11,,,
5R06-50266,5R06-042,City of Viroqua,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,202 North Main Street,,,Viroqua,WI,54665,,5,http://www.viroqua-wisconsin.com,,092315225,,,,,,,,,,5,5,,,
5R06-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,1144,796370567,,,,,,,,,,,,,,
5R06-50277,5R06-031,Village of Plover,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,2400 Post Road,,,Plover,WI,54467,,5,http://www.ploverwi.gov,,033595950,,,,,,,,,,3,3,,,
5R06-50286,5R06-016,Grant County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,8820 Hwy 35-61 South,,383,Lancaster,WI,53813,,5,http://www.grantcounty.org,,032725223,,,,,,,,,2,,2,,,
5R06-50290,5R06-038,City of Ripon,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,100 East Jackson Street,,,Ripon,WI,54971,,5,http://www.cityofripon.com,,062083332,,,,,,,,,,5,5,,,
5R06-50291,5R06-035,Village of Prairie du Sac,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,335 Galena Street,,,Prairie du Sac,WI,53578,,5,http://www.prairiedusac.net,,017963393,,,,,,,,,,2,2,,,
5R06-50295,5R06-006,Rusk County Transit Commission,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,311 East Miner Avenue,,40,Ladysmith,WI,54848,,5,http://www.ruskcounty.org,,076491364,,,,,,,,,17,,17,16,16,
5R06-50303,5R06-039,City of River Falls,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,222 Lewis Street,,,River Falls,WI,54022,,5,http://www.rfcity.org,,077636629,,,,,,,,,,3,3,,,
5R06-50318,5R06-009,City of Baraboo,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,135 Fourth Street,,,Baraboo,WI,53913,,5,http://www.cityofbaraboo.com,,084228527,,,,,,,,,,5,5,,,
5R06-50319,5R06-044,City of Watertown,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,106 Jones Street,,,Watertown,WI,53094,,5,http://www.ci.watertown.wi.us,,012526505,,,,,,,,,,10,10,,,
5R06-50336,5R06-045,City of Waupaca,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,111 South Main Street,,,Waupaca,WI,54981,,5,http://www.cityofwaupaca.org,,799898911,,,,,,,,,,6,6,,,
5R06-50350,5R06-046,City of Waupun,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,201 East Main Street,,232,Waupun,WI,53963,,5,http://www.service-life.com/wi/cityofwaupun,,052790581,,,,,,,,,,2,2,,,
5R06-50359,5R06-041,City of Stevens Point,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,2700 Week Street,,,Stevens Point,WI,54481,,5,http://www.stevenspoint.com,,797971736,,,,,,,,,7,,7,,,
5R06-50360,5R06-029,City of New Richmond,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,156 East First Street,,,New Richmond,WI,54017,,5,http://www.ci.new-richmond.wi.us,,079733465,,,,,,,,,,2,2,,,
5R06-50366,5R06-053,Door County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,421 Nebraska Street,,,Sturgeon Bay,WI,54235,,5,http://www.co.door.wi.gov,,052071503,,,,,,,,,5,8,13,,,
5R06-50375,5R06-048,City of Whitewater,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,312 West Whitewater Street,,,Whitewater,WI,53190,,5,http://www.whitewater-wi.gov/residents/services/transportation,,027727528,,,,,,,,,,3,3,,,
5R06-50376,5R06-067,Lamers Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,2407 South Point Road,,,Green Bay,WI,54313,,5,http://www.golamers.com,,065451080,,,,,,,,,,,,,,
5R06-50391,5R06-014,City of Edgerton,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,12 Albion Street,,,Edgerton,WI,53534,,5,http://www.cityofedgerton.com,,784735243,,,,,,,,,,1,1,,,
5R06-50396,5R06-018,City of Jefferson,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,317 South Main Street,,,Jefferson,WI,53549,,5,http://www.jeffersonwis.com,,054675129,,,,,,,,,,2,2,,,
5R06-50400,5R06-015,City of Fort Atkinson,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,101 North Main Street,,,Fort Atkinson,WI,53538,,5,http://www.fortatkinsonwi.net,,078942810,,,,,,,,,,6,6,,,
5R06-50401,5R06-008,Bay Area Rural Transit Commission,BART,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,2216 6th Street East,,,Ashland,WI,54806,,5,http://www.bartbus.com,,607848587,,,,,,,,,15,,15,,,
5R06-50405,5R06-049,City of Wisconsin Rapids,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,444 West Grand Avenue,,,Wisconsin Rapids,WI,54495,,5,http://www.wirapids.org,,030203095,,,,,,,,,,8,8,,,
5R06-50409,5R06-013,Clintonville Transit Commission,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,50 10th St,,,Clintonville,WI,54929,,5,http://www.clintonvillewi.org,,030174916,,,,,,,,,,2,2,,,
5R06-50418,5R06-062,City of Tomah,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,819 Superior Ave.,,,Tomah,WI,54660,,5,http://www.tomahonline.com,,085368819,,,,,,,,,,5,5,,,
5R06-50431,5R06-030,City of Platteville,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,75 North Bronson Street,,,Platteville,WI,53818,,5,http://www.platteville.org,,040792392,,,,,,,,,,6,6,,,
5R06-50432,5R06-073,County of Kenosha,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,8600 Sheridan Road #500,,,Kenosha,WI,53143,,5,http://www.kenoshacounty.org,,167671937,,,,,,,,,,4,4,,,
5R06-50435,5R06-020,City of Lake Mills,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,200 D Water Street,,,Lake Mills,WI,53551,,5,http://www.ci.lake-mills.wi.us,,005793369,,,,,,,,,,1,1,,,
5R06-50442,5R06-076,County of La Crosse,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,400 4th Street North,Room 2260,,La Crosse,WI,54601,,5,http://www.co.la-crosse.wi.us,,076504885,,,,,,,,,,4,4,,,
5R06-50445,5R03-071,Indian Trails Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,109 East Comstock Strre,,,Owosso,MI,48867,,5,http://www.indiantrails.com,1207,008902785,,,,,,,,,,,,,,
5R06-50449,5R06-058,County of Sauk,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2019,10/31/2019,505 Broadway,Room 210,,Baraboo,WI,53913,2416,5,www.co.sauk.wi.us,,076165513,,,,,,,,,,,,,,
5R06-50461,5R06-021,City of Manitowoc,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,ITC 915 South 11th St,,,Manitowoc,WI,54220,,5,http://www.manitowoc.org,,025970799,,,,,,,,,6,2,8,,,
5R06-50466,5R06-010,City of Beaver Dam,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,205 South Lincoln Avenue,,,Beaver Dam,WI,53916,,5,http://www.cityofbeaverdam.com,,049510159,,,,,,,,,,12,12,,,
5R06-50470,5R06-032,City of Portage,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,115 West Pleasant Street,,,Portage,WI,53901,,5,https://www.portagewi.gov,,931273150,,,,,,,,,,10,10,,,
5R06-50478,5R06-022,City of Marinette,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,1905 Hall Avenue,,,Marinette,MN,54143,,5,http://www.marinette.wi.us,,074773615,,,,,,,,,,4,4,,,
5R06-50482,5R06-034,City of Prairie du Chien,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,214 East Blackhawk Ave,,,Prairie du Chien,WI,53821,,5,http://www.prairieduchien-wi.gov,,839767050,,,,,,,,,,9,9,,,
5R06-50490,5R06-036,City of Reedsburg,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,134 South Locust Street,,,Reedsburg,WI,53959,,5,http://www.reedsburgwi.gov,,045527376,,,,,,,,,,5,5,,,
